incidentid,age,age category ,gender,race,schoolaffiliation,shooteroutcome,shooterdied,injury,chargesfiled,verdict,minorchargedadult,criminalhistory
20211214VAMEN,18,Adult,Male,Black,Rival School Student,Fled/Apprehended,No,None,"Second Degree Murder, Use of a Firearm in Commission of a Felony and Possession of a Firearm on School Property",null,null,null
20211214WISOM,18,Adult,Male,Black,Student,Fled/Escaped,No,None,"Discharge of a firearm in a school zone Disorderly conduct, use of a dangerous weapon",null,null,null
20211129ILWER,Teen,Adult,Male,Unknown,Student,Fled/Escaped,No,None,null,null,null,null
20211216SCEAC,15,Teen,Male,Unknown,Student,Fled/Apprehended,No,None,"attempted murder, possession of a weapon during a crime of violence, breach of peace high and aggravated nature, possession of a weapon under 18, unlawful carrying of a pistol, and unlawful carrying of a pistol on school property",null,null,null
20211216NYPSB,Adult,Adult,Male,Unknown,No Relation,Fled/Escaped,No,None,null,null,null,null
20200419NCABR,24,Adult,Male,Unknown,No Relation,Fled/Apprehended,No,None,possession of a firearm and ammunition by a convicted felon,null,null,Convicted felon under surveillance
20211217TXWOD,Teen,Adult,Male,White,Student,Fled/Apprehended,No,None,null,null,null,null
20211119COHIA,17,Teen,Male,Unknown,Student,Fled/Apprehended,No,None,Four counts of attempted first-degree murder One count of first-degree assault One count of second-degree assault One count of possession of a weapon on school grounds Two crime-of-violence sentence enhancers.,null,Yes,null
19930108PACRM,null,Adult,Male,Unknown,null,Fled/Escaped,No,None,null,null,null,null
19930203SCGAC,null,Adult,null,Unknown,null,Fled/Escaped,No,None,null,null,null,null
19930203SCLEL,22,Adult,Male,Unknown,Student,Fled/Apprehended,No,None,assault and battery with intent to kill,null,null,null
19920117SCGRG,16,Teen,Male,Unknown,Student,Fled/Apprehended,No,None,"assault and battery with intent to kill. firearm on school property, pistol by a minor, disturbing a school",null,Yes,null
20211229NCCAS,Teen,Adult,Male,Unknown,Student,Fled/Apprehended,No,None,Attempted murder,null,null,null
20211229NCCAS,Teen,Adult,Male,Unknown,Student,Fled/Apprehended,No,None,Attempted murder,null,null,null
19920930CAPAL,Teen,Adult,Male,Unknown,Gang Member,Fled/Escaped,No,None,null,null,null,null
20220103WACHP,Adult,Adult,Female,Unknown,No Relation,Fled/Apprehended,No,None,"felon in possession of a firearm, unauthorized use of a weapon, reckless endangering, unlawful discharge of a firearm and unlawful possession of a loaded firearm",null,null,null
20220104ILAUR,16,Teen,Male,Unknown,Student,Fled/Apprehended,No,None,two counts of attempted murder and two counts of aggravated battery with a firearm on school grounds,null,Yes,null
20220104ILAUR,17,Teen,Male,Unknown,Student,Fled/Apprehended,No,None,two counts of attempted murder and two counts of aggravated battery with a firearm on school grounds,null,Yes,null
20220103OHCOC,null,Adult,null,Unknown,No Relation,Fled/Escaped,No,None,null,null,null,null
20220106CAFLS,Teen,Adult,Male,Unknown,Student,Fled/Escaped,No,None,null,null,null,null
20220111NMVAA,null,Adult,null,Unknown,null,Fled/Escaped,No,None,null,null,null,null
20170127ILSCN,null,Adult,null,Unknown,No Relation,Fled/Escaped,No,None,null,null,null,null
20220117TXPYH,Adult,Adult,Male,Unknown,No Relation,Fled/Escaped,No,None,null,null,null,null
20220117TXPYH,Adult,Adult,Male,Unknown,No Relation,Fled/Escaped,No,None,null,null,null,null
20220117TXPYH,Adult,Adult,Male,Unknown,No Relation,Fled/Escaped,No,None,null,null,null,null
20220119FLSES,16,Teen,Male,Black,Student,Fled/Apprehended,No,None,"first-degree pre-meditated murder with a firearm, discharging a weapon on school property, and shooting into a building or vehicle",null,Yes,null
20220119VAMAP,19,Adult,Male,Unknown,null,Fled/Apprehended,No,None,"First Degree Murder, Use of a Firearm, Conspiracy to Commit Murder and Firearm on School Property",null,null,null
20220119VAMAP,18,Adult,Male,Unknown,null,Fled/Apprehended,No,None,"First Degree Murder, Use of a Firearm, Conspiracy to Commit Murder and Firearm on School Property.",null,null,null
20220119VAMAP,Teen,Adult,Male,Unknown,null,Fled/Apprehended,No,None,"First Degree Murder, Use of a Firearm, Conspiracy to Commit Murder and Firearm on School Property.",null,null,null
20220119PAPIP,null,Adult,Male,Unknown,null,Fled/Escaped,No,None,null,null,null,null
20220119PAPIP,null,Adult,Male,Unknown,null,Fled/Escaped,No,None,null,null,null,null
20220119DCANW,Adult,Adult,Male,Unknown,No Relation,Fled/Escaped,No,None,null,null,null,null
20220121MDMAR,17,Teen,Male,Unknown,Student,Fled/Apprehended,No,None,"attempted second-degree murder, first-degree assault, use of a firearm in the commission of a felony, possession of a dangerous weapon on school property and possession of a firearm by a minor",null,Yes,null
20220127TXMOH,Adult,Adult,Male,Unknown,No Relation,Fled/Escaped,No,None,null,null,null,null
20220126PABAP,null,Adult,null,Unknown,null,Fled/Escaped,No,None,null,null,null,null
20220114MDGAG,27,Adult,Male,Hispanic,No Relation,Apprehended/Killed by LE,No,None,"three weapons counts, including possessing a dangerous weapon on school property and unlawful sale/transfer of a firearm",null,null,null
20220129WIBEB,Adult,Adult,Male,Unknown,null,Fled/Escaped,No,None,null,null,null,null
20220124NVSUL,null,Adult,null,Unknown,null,Fled/Escaped,No,None,null,null,null,null
20220121GAMCA,19,Adult,Male,Black,Student,Fled/Apprehended,No,None,three counts of aggravated assault and one count of possession of a firearm during the commission of a felony,null,null,null
20220201MNSOR,18,Adult,Male,Hispanic,Student,Fled/Apprehended,No,None,2nd degree murder,null,null,null
20220201WIRUM,34,Adult,Male,Unknown,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,No,None,null,null,null,null
20220128LACAM,Adult,Adult,Male,Unknown,No Relation,Fled/Escaped,No,None,null,null,null,null
20220201MNSOR,19,Adult,Male,Hispanic,Student,Fled/Apprehended,No,None,2nd degree murder,null,null,null
20220202KYLOR,null,Adult,null,Unknown,null,Fled/Escaped,No,None,null,null,null,null
20220204GASOD,Teen,Adult,Male,Unknown,Student,null,No,Wounded,null,null,null,null
20220204ALWEB,null,Adult,null,Unknown,null,Fled/Escaped,No,None,null,null,null,null
20220208MDCAC,16,Teen,Male,Unknown,Student,Fled/Apprehended,No,None,null,null,No,null
20220208NYMOM,null,Adult,null,Unknown,null,Fled/Escaped,No,None,null,null,null,null
20220209NYMCB,17,Teen,Male,Unknown,Student,Fled/Apprehended,No,None,"charged as minor with attempted murder, assault, and possession of weapon",null,No,null
20220209MNMIM,Adult,Adult,Male,Unknown,No Relation,Fled/Escaped,No,None,null,null,null,null
20220203NCSPS,null,Adult,null,Unknown,null,Fled/Escaped,No,None,null,null,null,null
20220211DCEAW,null,Adult,null,Unknown,null,Fled/Escaped,No,None,null,null,null,null
20220201ILALC,Adult,Adult,Male,Unknown,No Relation,Fled/Escaped,No,None,null,null,null,null
20220217WAMCG,Adult,Adult,Male,Unknown,Gang Member,Fled/Escaped,No,None,null,null,null,null
20220219VACAC,null,Adult,null,Unknown,null,Fled/Escaped,No,None,null,null,null,null
20220218MATET,18,Adult,Male,Unknown,Rival School Student,Fled/Apprehended,No,None,assault and battery with a dangerous weapon,null,null,null
20220218MATET,17,Teen,Male,Unknown,Rival School Student,Fled/Apprehended,No,None,assault and battery with a dangerous weapon,null,null,null
20220218MATET,17,Teen,Male,Unknown,Rival School Student,Fled/Apprehended,No,None,assault and battery with a dangerous weapon,null,null,null
20220218MATET,16,Teen,Male,Unknown,Rival School Student,Fled/Apprehended,No,None,assault and battery with a dangerous weapon,null,null,null
20220220OKWIW,Adult,Adult,Male,Unknown,null,Fled/Escaped,No,None,null,null,null,null
20220221MDJOH,Adult,Adult,Male,Unknown,No Relation,Fled/Escaped,No,None,null,null,null,null
20220220MSMCM,Teen,Adult,Male,Unknown,null,Fled/Apprehended,No,None,capital murder and four counts of aggravated assault manifesting extreme indifference to human life,null,null,null
20220222COLIP,null,Adult,null,Unknown,Police Officer/SRO,Law Enforcement,null,null,null,null,null,null
20220225NMWEA,14,Minor,Male,Hispanic,Student,Fled/Apprehended,No,None,open count of murder and tampering with evidence,null,null,null
20220225ALSOH,10,Minor,null,Unknown,Student,Surrendered,No,Wounded,Student accidentally shot self,null,null,null
20220223VAWOW,null,Adult,null,Unknown,null,Fled/Escaped,No,None,null,null,null,null
20220222TXALH,Adult,Adult,Male,Unknown,No Relation,Fled/Escaped,No,None,null,null,null,null
20220214FLLAL,39,Adult,Male,Black,null,Fled/Apprehended,No,None,"attempted murder, discharging a firearm in public, and criminal mischief after he fired his gun within 100 yards of the school during school hours",null,null,null
20220227DCDUW,null,Adult,null,Unknown,null,Fled/Escaped,No,None,null,null,null,null
20220228NYBOB,Teen,Adult,Male,Unknown,Student,Fled/Escaped,No,None,null,null,null,null
20220303MIJWL,null,Adult,Male,Unknown,null,Fled/Escaped,No,None,null,null,null,null
20220304KSOLO,18,Adult,Male,Black,Student,Apprehended/Killed by SRO,No,Wounded,Capital Murder with $1M bond,null,null,Aggravated robbery
20220307IAEAD,17,Teen,Male,Unknown,null,Fled/Apprehended,No,None,1st degree murder and 2 counts attempted murder,null,null,null
20220307IAEAD,14,Minor,Male,Unknown,null,Fled/Apprehended,No,None,1st degree murder and 2 counts attempted murder,null,null,null
20220307IAEAD,Teen,Adult,Male,Unknown,null,Fled/Apprehended,No,None,1st degree murder and 2 counts attempted murder,null,null,null
20220307IAEAD,Teen,Adult,Male,Unknown,null,Fled/Apprehended,No,None,1st degree murder and 2 counts attempted murder,null,null,null
20220307IAEAD,null,Adult,Male,Unknown,null,Fled/Apprehended,No,None,1st degree murder and 2 counts attempted murder,null,null,null
20220307IAEAD,Teen,Adult,Male,Unknown,null,Fled/Apprehended,No,None,1st degree murder and 2 counts attempted murder,null,null,null
20220309TXNOH,18,Adult,Male,Black,Student,Surrendered,No,None,"aggravated assault with a deadly weapon, a second-degree felony. He also faces a charge of possession of a firearm on school premises, a third-degree felony.",null,null,null
20220309FLNOM,18,Adult,Male,Black,null,Fled/Apprehended,No,None,"three counts of attempted first-degree murder, fleeing or eluding police, and interference in an educational institution",null,null,null
20220309FLNOM,17,Teen,Male,Black,null,Fled/Apprehended,No,None,"three counts of attempted first-degree murder, fleeing or eluding police, and interference in an educational institution",null,null,null
20220310MDCOL,Adult,Adult,Male,Unknown,null,Fled/Escaped,No,None,null,null,null,null
20220309NMESE,null,Adult,null,Unknown,null,Fled/Escaped,No,None,null,null,null,null
20220310COROH,17,Teen,Male,Unknown,Student,Surrendered,No,None,null,null,null,null
20220311OHFAP,43,Adult,Male,Unknown,No Relation,Surrendered,No,None,Firing weapon in school zone,null,null,null
20220311CADER,Teen,Adult,Male,Unknown,Student,Fled/Escaped,No,None,null,null,null,null
20220311OHMAM,null,Adult,null,Unknown,null,Fled/Escaped,No,None,null,null,null,null
20220311WIJER,Child,Adult,null,Unknown,Student,Apprehended/Killed by LE,No,None,null,null,null,null
20220310TNHAM,Adult,Adult,Female,Black,Parent,Fled/Apprehended,No,None,five counts of aggravated assault,null,null,null
20220315WAEIY,15,Teen,Male,Unknown,Student,Fled/Apprehended,No,None,"$500,000 bail. He entered a not-guilty plea to second-degree murder, nine counts of first-degree assault, and one count each of second-degree unlawful firearms possession and carrying a firearm on school property",null,No,null
20220317AKREW,Teen,Adult,Male,Unknown,Student,Fled/Escaped,No,None,null,null,No,null
20220315MATEB,16,Teen,Male,Unknown,null,Fled/Apprehended,No,None,"unlawful possession of a firearm, unlawful possession of ammunition, carrying a loaded firearm, two assault and battery by means of a dangerous weapon and discharging a firearm with 500 feet of a dwelling.",null,null,null
20220315MDPAB,null,Adult,null,Unknown,null,Fled/Escaped,No,None,null,null,null,null
20220314CAKRP,Adult,Adult,Male,Unknown,Principal/Vice-Principal,Suicide,Yes,Fatal,null,null,null,null
20220313PANEP,null,Adult,null,Unknown,null,Fled/Escaped,No,None,null,null,null,null
20220316CALOR,12,Minor,Male,Unknown,Student,Fled/Apprehended,No,None,negligent discharge of a firearm within an occupied building and possession of a firearm on a school campus,null,No,null
20220318ILBAB,Teen,Adult,Male,Unknown,Student,Fled/Apprehended,No,None,null,null,null,null
20220319ALCEL,Adult,Adult,Male,Black,No Relation,Fled/Apprehended,No,None,first-degree robbery and shooting into an occupied vehicle,null,null,null
20220315GAFOF,Adult,Adult,null,Unknown,No Relation,Apprehended/Killed by SRO,No,None,null,null,null,null
20220321MSLEP,Adult,Adult,Male,Unknown,No Relation,Apprehended/Killed by LE,No,None,null,null,null,null
20220321AZDES,31,Adult,Male,Unknown,No Relation,Apprehended/Killed by LE,No,None,several felony and misdemeanor charges,null,null,null
20220322VAJAR,Adult,Adult,null,Unknown,No Relation,Fled/Escaped,No,None,null,null,null,null
20220321MIMAK,36,Adult,Female,Black,Parent,Fled/Apprehended,No,None,"Possession of a firearm on grounds of a school Pointing a firearm at another, Disorderly conduct, use of a dangerous weapon.  Resisting an officer ",null,null,null
20220322TXWOD,Teen,Adult,null,Unknown,Student,Fled/Escaped,No,None,null,null,null,null
20220318RICEP,17,Teen,Male,Unknown,Student,Fled/Apprehended,No,None,"felony assault, four counts of simple assault, and two counts of disorderly conduct",null,null,null
20220318RICEP,18,Adult,Male,Unknown,Student,Fled/Apprehended,No,None,Simple assault,null,null,null
20220322FLNEN,17,Teen,Male,White,Student,Fled/Apprehended,No,None,Felony battery of school employee,null,null,null
20220324VARIW,20,Adult,Male,Black,No Relation,Apprehended/Killed by SRO,No,None,discharging a firearm on school grounds and possession of a firearm on school grounds,null,null,null
20220315MATEB,17,Teen,Male,Unknown,null,Fled/Apprehended,No,None,"unlawful possession of a firearm, unlawful possession of ammunition, carrying a loaded firearm, two assault and battery by means of a dangerous weapon and discharging a firearm with 500 feet of a dwelling.",null,null,null
20220325TXROR,Teen,Adult,null,Unknown,Student,Apprehended/Killed by LE,No,None,None,null,null,null
20220325TXROR,Teen,Adult,null,Unknown,Student,Apprehended/Killed by LE,No,None,None,null,null,null
20220325TXROR,Teen,Adult,null,Unknown,Student,Apprehended/Killed by LE,No,None,None,null,null,null
20220325TXROR,Teen,Adult,null,Unknown,Student,Apprehended/Killed by LE,No,None,None,null,null,null
20220325TXROR,Teen,Adult,null,Unknown,Student,Apprehended/Killed by LE,No,None,None,null,null,null
20220325TNBRM,Adult,Adult,Male,Unknown,No Relation,Fled/Apprehended,No,None,20 counts of reckless endangerment,null,null,null
20220325UTHIS,Teen,Adult,Male,Unknown,Student,Fled/Escaped,No,None,null,null,null,null
20220325UTHIS,Adult,Adult,Male,Unknown,No Relation,Fled/Escaped,No,None,null,null,null,null
20220328NCOAC,18,Adult,Male,Black,No Relation,Fled/Apprehended,No,None,"assault with a deadly weapon, robbery with a dangerous weapon, and conspiracy for robbery with a dangerous weapon",null,null,null
20220329NVWEL,Adult,Adult,null,Unknown,Police Officer/SRO,null,No,None,null,null,null,null
20220331SCTAG,12,Minor,Male,Unknown,Student,Fled/Apprehended,No,None," murder, possession of a firearm at a school and possession of a weapon by someone under 18",null,No,null
20220330GABOA,31,Adult,Female,Black,Parent,Apprehended/Killed by SRO,No,Wounded,"obstruction, carrying a weapon on school property and disrupting public school",null,null,null
20220331PAACP,8,Minor,Male,Unknown,Student,Subdued by Students/Staff/Other,No,None,null,null,null,null
20220328TXNOF,null,Adult,null,Unknown,null,Fled/Escaped,No,None,null,null,null,null
20220329VALUR,Teen,Adult,null,Unknown,Student,Apprehended/Killed by SRO,No,None,petitions for possession of a firearm on school grounds and discharging a firearm on school grounds,null,No,null
20220330AZKIK,14,Minor,Male,Unknown,Student,Fled/Apprehended,No,None,"disorderly conduct with a weapon, aggravated assault, endangerment and possession of a firearm on school grounds",null,null,null
